"ProdKey","CowKey","testDate","LTDDate","HTFatPC","HTProtPC","HTLitreAM","HTLitrePM","HTLitreTot","LtdLitre","LtdFatKg","LtdProtKg","SCC","LW","LWRel","PayPW","PayPWRel","AbCode","Assessed","Withheld","comment","LtdDays","LtdVol305","LtdVolEx","LtdFatKg305","LtdFatKgEx","LtdProtKg305","LtdProtKgEx"
168,486,"15/09/1998","30/09/1998",0.046,0.0317,14.2,8.2,22.4,6479.4,348.15,245.44,18,8.1,,18.3,67,0,"0","","",369,,,,,,
169,487,"15/09/1998","30/09/1998",0.0383,0.0324,13.1,9.6,22.7,1180.4,45.21,38.24,31,40.6,,28,56.9,0,"0","","",52,,,,,,
170,488,"15/09/1998","30/09/1998",0.052,0.0335,10.1,7.8,17.9,4512.9,284.77,205.63,85,96.3,,73.7,50.3,0,"0","","",396,,,,,,
171,490,"15/09/1998","30/09/1998",0.0431,0.0314,15.9,11.5,27.4,0,0,0,30,,,38.1,75.9,3,"0","1","",0,,,,,,
172,491,"15/09/1998","30/09/1998",0.046,0.033,11.6,7.9,19.5,1111.5,51.13,36.68,16,60.5,,45.4,57.1,0,"0","","",57,,,,,,
173,494,"15/09/1998","30/09/1998",0.0379,0.0312,12,7.1,19.1,2706.1,174.45,125.06,19,95.4,,64.5,39.9,0,"0","","",278,,,,,,
174,497,"15/09/1998","30/09/1998",0.0497,0.0328,12.7,7.8,20.5,2537.1,171.2,118,95,30.8,,54.6,41.8,0,"0","","",278,,,,,,
175,500,"15/09/1998","30/09/1998",0.0419,0.0312,12.9,10.4,23.3,1281.5,53.69,39.98,45,92.8,,80.1,57,0,"0","","",55,,,,,,
176,501,"15/09/1998","30/09/1998",0.0408,0.0347,15.7,9.7,25.4,7182.1,365.32,275.29,39,76.9,,68.4,75.8,0,"0","","",371,,,,,,
177,503,"15/09/1998","30/09/1998",0.0389,0.0308,13,8,21,1281,49.83,39.45,15,-9.3,,13.4,57.1,0,"0","","",61,,,,,,
178,504,"15/09/1998","30/09/1998",0.0495,0.0338,11.9,7.5,19.4,1125.2,55.7,38.03,103,78.7,,41.6,57.1,0,"0","","",58,,,,,,
179,506,"15/09/1998","30/09/1998",0.0478,0.0362,10.7,6.5,17.2,980.4,46.86,35.49,120,-12.4,,-9.7,76.4,0,"0","","",57,,,,,,
180,17,"15/09/1998","30/09/1998",0.052,0.0334,9,6,15,885,46.02,29.56,32,38.1,,34.9,36.6,0,"0","","",59,,,,,,
181,508,"15/09/1998","30/09/1998",0.0404,0.0305,11.8,7.7,19.5,1150.5,46.48,35.09,15,-19.1,,55.1,53.7,0,"0","","",59,,,,,,
182,509,"15/09/1998","30/09/1998",0.0492,0.0359,15.1,12.1,27.2,4579.6,367.66,260.07,509,274.8,,145.7,48,0,"0","","",375,,,,,,
183,629,"15/09/1998","30/09/1998",0.057,0.0319,12.4,10.1,22.5,1125,64.13,35.89,31,87.8,,83.1,71.6,0,"0","","",50,,,,,,
184,512,"15/09/1998","30/09/1998",0.0584,0.0357,15.6,10.5,26.1,4841.8,415.87,259.28,54,19.5,,-0.5,71.9,0,"0","","",399,,,,,,
185,513,"15/09/1998","30/09/1998",0.036,0.0293,13.3,8.5,21.8,1242.6,44.73,36.41,63,-19.9,,40.2,57,0,"0","","",57,,,,,,
186,514,"15/09/1998","30/09/1998",0.0464,0.0344,14,9,23,5425.4,343.87,241.2,23,39.1,,35.5,72.5,0,"0","","",359,,,,,,
187,515,"15/09/1998","30/09/1998",0.0463,0.0335,16.6,9.9,26.5,1537,71.16,51.49,13,124.2,,74.2,73.9,0,"0","","",58,,,,,,
188,517,"15/09/1998","30/09/1998",0.0535,0.0339,13.7,11.1,24.8,1488,79.61,50.44,216,269,,137.5,57.1,0,"0","","",60,,,,,,
189,518,"15/09/1998","30/09/1998",0.0451,0.0316,17.4,9.4,26.8,4123,310.92,208.16,28,48,,43.6,50.8,0,"0","","",383,,,,,,
190,519,"15/09/1998","30/09/1998",0.0481,0.0337,15.1,10.1,25.2,6096.4,389.93,297.01,25,61.8,,36.7,73.4,0,"0","","",403,,,,,,
191,521,"15/09/1998","30/09/1998",0.0432,0.0317,14.5,9.3,23.8,1380.4,59.63,43.76,13,123.3,,67.5,56.1,0,"0","","",58,,,,,,
192,522,"15/09/1998","30/09/1998",0.0434,0.0303,17.5,12.5,30,1650,71.61,50,20,71.2,,6,74.7,0,"0","","",55,,,,,,
193,523,"15/09/1998","30/09/1998",0.0366,0.0332,13.5,8.1,21.6,1360.8,49.81,45.18,19,61.9,,56,56.8,0,"0","","",63,,,,,,
194,525,"15/09/1998","30/09/1998",0.0393,0.0294,13.7,7.9,21.6,1123.2,44.14,33.02,42,20.2,,71.3,52.6,0,"0","","",52,,,,,,
195,526,"15/09/1998","30/09/1998",0.0506,0.0296,10.5,6.1,16.6,4633.6,305.64,190.29,11,42.5,,31.9,50.2,0,"0","","",408,,,,,,
196,529,"15/09/1998","30/09/1998",0.0512,0.0418,11.1,9.6,20.7,5226.7,284.19,219.09,146,31.9,,30.8,50.9,0,"0","","",385,,,,,,
197,530,"15/09/1998","30/09/1998",0.0397,0.0265,14.7,8.4,23.1,1339.8,53.19,35.5,33,-76.2,,-21.8,56.7,0,"0","","",58,,,,,,
198,531,"15/09/1998","30/09/1998",0.0415,0.0325,12.3,8,20.3,1157.1,48.02,37.61,21,25.9,,13.5,57.1,0,"0","","",57,,,,,,
199,532,"15/09/1998","30/09/1998",0.051,0.034,9.9,8.5,18.4,1177.6,60.06,40.04,30,17.1,,-15.4,57.1,0,"0","","",64,,,,,,
200,533,"15/09/1998","30/09/1998",0.0556,0.0361,15.6,9.7,25.3,5478,336.12,222.19,43,77.8,,41.1,48.2,0,"0","","",383,,,,,,
201,30,"15/09/1998","30/09/1998",0.0438,0.0346,7.2,4,11.2,840,36.79,29.06,32,-10.8,,20.9,37.5,0,"0","","",75,,,,,,
202,52,"15/09/1998","30/09/1998",0.0418,0.0296,11.1,7.1,18.2,946.4,39.56,28.01,19,55.8,,61.3,33.3,0,"0","","",52,,,,,,
203,18,"15/09/1998","30/09/1998",0.0426,0.0325,8.4,4.7,13.1,746.7,31.81,24.27,33,-48,,0.2,36.2,0,"0","","",57,,,,,,
204,60,"15/09/1998","30/09/1998",0.0344,0.0283,13.5,7.1,20.6,1112.4,38.27,31.48,24,34.9,,36.4,36.4,0,"0","","",54,,,,,,
205,66,"15/09/1998","30/09/1998",0.0448,0.0302,10.2,7.9,18.1,959.3,42.98,28.97,332,34.5,,19,36,0,"0","","",53,,,,,,
206,631,"15/09/1998","30/09/1998",0.0376,0.0269,12.9,7.9,20.8,6416.1,289.72,214.5,19,13.7,,45.5,78.9,0,"0","","",356,,,,,,
207,632,"15/09/1998","30/09/1998",0.0476,0.0345,11,9.3,20.3,1096.2,52.18,37.82,124,-25.6,,-1.4,80.4,0,"0","","",54,,,,,,
208,633,"15/09/1998","30/09/1998",0.0435,0.0307,14.2,7.6,21.8,4701.2,265.9,200.73,34,8.4,,10.3,67.1,0,"0","","",369,,,,,,
209,634,"15/09/1998","30/09/1998",0.042,0.0319,19.7,8.7,28.4,1704,71.57,54.36,12,132.9,,71,71.8,0,"0","","",60,,,,,,
210,635,"15/09/1998","30/09/1998",0.0327,0.0348,12.8,8.7,21.5,5298.9,223.59,209.31,56,19.6,,41.7,68.7,0,"0","","",335,,,,,,
211,636,"15/09/1998","30/09/1998",0.0501,0.0346,14.5,10.7,25.2,1184.4,59.34,40.98,15,157.4,,95.9,71.6,0,"0","","",47,,,,,,
212,637,"15/09/1998","30/09/1998",0.0469,0.031,15.3,9.1,24.4,1293.2,60.65,40.09,8,-1.6,,2.2,80.4,0,"0","","",53,,,,,,
213,638,"15/09/1998","30/09/1998",0.0394,0.0328,14.4,7.1,21.5,1053.5,41.51,34.55,17,3.1,,68.6,71.7,0,"0","","",49,,,,,,
214,639,"15/09/1998","30/09/1998",0.0516,0.0397,19.2,8.9,28.1,4196.1,302.83,218.56,91,-13.5,,37.7,67.7,0,"0","","",341,,,,,,
215,641,"15/09/1998","30/09/1998",0.0521,0.035,8.9,7.9,16.8,840,43.76,29.4,25,-22.8,,55.9,70.8,0,"0","","",50,,,,,,
216,642,"15/09/1998","30/09/1998",0.0364,0.0318,19.5,3.5,23,1288,46.88,40.96,27,,,19.9,68.6,0,"0","","",56,,,,,,
217,643,"15/09/1998","30/09/1998",0.0491,0.0358,13.7,7.6,21.3,5069.3,291.98,207.07,19,137.3,,100.7,68.8,0,"0","","",314,,,,,,
218,644,"15/09/1998","30/09/1998",0.0439,0.0345,12.8,9.3,22.1,1149.2,50.45,39.65,17,22.5,,37.1,71,0,"0","","",52,,,,,,
219,645,"15/09/1998","30/09/1998",0.0456,0.0348,14,7.5,21.5,4961.7,313.18,224.82,13,130.5,,73.1,75,0,"0","","",364,,,,,,
220,646,"15/09/1998","30/09/1998",0.0443,0.0283,20.9,12.4,33.3,1831.5,81.14,51.83,145,107.1,,36,80.3,0,"0","","",55,,,,,,
221,647,"15/09/1998","30/09/1998",0.0429,0.0313,19.1,10.5,29.6,5844.4,308.42,244.83,43,81.9,,59.1,68.7,0,"0","","",345,,,,,,
222,648,"15/09/1998","30/09/1998",0.0597,0.0433,17.5,10.6,28.1,4879.1,346.57,262.96,186,118.3,,86.9,69,0,"0","","",361,,,,,,
223,649,"15/09/1998","30/09/1998",0.0462,0.0313,15.1,10.7,25.8,1393.2,64.37,43.61,20,37.6,,12.8,76,0,"0","","",54,,,,,,
224,650,"15/09/1998","30/09/1998",0.0516,0.0313,13.2,11.4,24.6,1180.8,60.93,36.96,8,49.9,,29.1,76.9,0,"0","","",48,,,,,,
225,651,"15/09/1998","30/09/1998",0.0402,0.0345,12.3,8.4,20.7,952.2,38.28,32.85,21,-24.8,,46.3,80,0,"0","","",46,,,,,,
226,652,"15/09/1998","30/09/1998",0.0494,0.0417,18.1,11,29.1,5620.1,292.82,245.52,129,103.9,,83,68.1,0,"0","","",318,,,,,,
227,653,"15/09/1998","30/09/1998",0.0363,0.0318,16.6,11.4,28,1372,49.8,43.63,57,51.4,,49,71.5,0,"0","","",49,,,,,,
228,654,"15/09/1998","30/09/1998",0.0661,0.0372,11.1,10,21.1,970.6,64.16,36.11,22,150.6,,122.2,76.9,0,"0","","",46,,,,,,
229,655,"15/09/1998","30/09/1998",0.0312,0.0283,19.2,10.3,29.5,1593,49.7,45.08,12,-13.4,,18.5,76.2,0,"0","","",54,,,,,,
230,656,"15/09/1998","30/09/1998",0.048,0.0327,14.2,9.1,23.3,0,0,0,29,,,50.7,75,3,"0","1","",0,,,,,,
231,657,"15/09/1998","30/09/1998",0.0567,0.043,11.9,6.8,18.7,4568.7,282.73,207.46,79,65.6,,58.2,68.6,0,"0","","",338,,,,,,
232,658,"15/09/1998","30/09/1998",0.0488,0.0322,16.2,7.4,23.6,5320.3,311.14,221.11,14,152.9,,95.4,68.9,0,"0","","",346,,,,,,
233,659,"15/09/1998","30/09/1998",0.0429,0.0348,12.3,5.5,17.8,4044.9,198.7,146.23,30,136.4,,66.4,68.8,3,"0","","",235,,,,,,
234,660,"15/09/1998","30/09/1998",0.036,0.03,16.6,14.1,30.7,1504.3,54.15,45.13,10,66.3,,35.4,70.2,0,"0","","",49,,,,,,
235,661,"15/09/1998","30/09/1998",0.057,0.0322,12.2,10.1,22.3,5131.4,295.55,208.28,11,46.5,,16.2,69,0,"0","","",351,,,,,,
236,662,"15/09/1998","30/09/1998",0.0471,0.031,15.9,9.9,25.8,1186.8,55.9,36.79,19,55.3,,60,76.7,0,"0","","",46,,,,,,
237,663,"15/09/1998","30/09/1998",0.0459,0.0298,18.4,9.6,28,6076.3,358.98,265.75,18,124.9,,76.3,56.7,0,"0","","",399,,,,,,
238,664,"15/09/1998","30/09/1998",0.0379,0.0348,16.8,13.7,30.5,7567.6,417.64,346.29,19,176.8,,97.2,63.7,0,"0","","",400,,,,,,
239,49,"15/09/1998","30/09/1998",0.046,0.032,8.3,7.7,16,736,33.86,23.55,7511,19.4,,43.7,28.4,0,"0","","",46,,,,,,
240,41,"15/09/1998","30/09/1998",0.0406,0.0305,13,9.1,22.1,1082.9,43.97,33.03,35,133,,93.3,27.2,0,"0","","",49,,,,,,
241,56,"15/09/1998","30/09/1998",0.049,0.0309,7.2,6.9,14.1,789.6,38.69,24.4,36,-4.8,,34.6,28.6,0,"0","","",56,,,,,,
242,34,"15/09/1998","30/09/1998",0.0538,0.0317,8.7,12.3,21,1029,55.36,32.62,310,193.6,,97.1,28.5,0,"0","","",49,,,,,,
243,24,"15/09/1998","30/09/1998",0.0428,0.0298,13,6.6,19.6,1097.6,46.98,32.71,41,57.7,,50.1,36.9,0,"0","","",56,,,,,,
244,46,"15/09/1998","30/09/1998",0.0398,0.03,9.3,6.8,16.1,853.3,33.96,25.6,130,-24.8,,28.8,36.3,0,"0","","",53,,,,,,
245,27,"15/09/1998","30/09/1998",0.0391,0.0311,14.4,3.9,18.3,860.1,33.63,26.75,45,44.2,,68.2,35.8,0,"0","","",47,,,,,,
246,59,"15/09/1998","30/09/1998",0.047,0.0332,11.7,5.8,17.5,875,41.13,29.05,85,84,,68.1,36.8,0,"0","","",50,,,,,,
247,68,"15/09/1998","30/09/1998",0.0362,0.0294,12.8,8.7,21.5,1118,40.47,32.87,21,58.7,,49.4,36.7,0,"0","","",52,,,,,,
248,26,"15/09/1998","30/09/1998",0.0386,0.0319,12,7.5,19.5,1072.5,41.4,34.21,18,81.3,,73,36.3,0,"0","","",55,,,,,,
249,23,"15/09/1998","30/09/1998",0.0436,0.0302,8.5,7.9,16.4,885.6,38.61,26.75,31,9.5,,48.8,35.1,0,"0","","",54,,,,,,
250,65,"15/09/1998","30/09/1998",0.0433,0.0299,12.3,7.4,19.7,945.6,40.94,28.27,27,60,,47.8,34.9,0,"0","","",48,,,,,,
251,32,"15/09/1998","30/09/1998",0.0502,0.0312,10.3,7.4,17.7,991.2,49.76,30.93,196,91.4,,78.5,33.6,0,"0","","",56,,,,,,
252,72,"15/09/1998","30/09/1998",0.0455,0.0288,11.5,9.3,20.8,1081.6,49.21,31.15,283,91.8,,64.2,36.3,0,"0","","",52,,,,,,
253,61,"15/09/1998","30/09/1998",0.0472,0.0312,9.6,5.3,14.9,953.6,45.01,29.75,35,36.9,,47.9,34.3,0,"0","","",64,,,,,,
254,40,"15/09/1998","30/09/1998",0.0303,0.0287,15.4,8.2,23.6,1274.4,38.61,36.58,36,88,,59.3,28.5,0,"0","","",54,,,,,,
255,214,"15/09/1998","30/09/1998",0.05,0.0378,11.1,7.8,18.9,5032.9,322.51,231.37,805,-76.5,,2.9,74.9,0,"0","","",407,,,,,,
256,215,"15/09/1998","30/09/1998",0.0452,0.0339,17,10.5,27.5,6100.4,327.13,261.26,458,-73.1,,-37,62.4,0,"0","","",374,,,,,,
257,234,"15/09/1998","30/09/1998",0.0618,0.0401,16.1,11.2,27.3,4966.9,342.61,263.07,201,-20.6,,18.6,62.5,0,"0","","",370,,,,,,
258,350,"15/09/1998","30/09/1998",0.0553,0.0381,12.6,10.7,23.3,5594,396.7,270.57,358,64.9,,75.4,75.1,0,"0","","",408,,,,,,
259,524,"15/09/1998","30/09/1998",0.0536,0.0336,17.2,16.2,33.4,5201,324.87,215.11,57,-39.6,,-33.3,72,0,"0","","",315,,,,,,
260,49,"10/11/1998","25/11/1998",0.049,0.0353,9.6,6.7,16.3,1644.9,77.76,54.95,149,34.2,,46.6,37.7,0,"0","","",102,,,,,,
261,196,"10/11/1998","25/11/1998",0.042,0.0321,15.3,12.3,27.6,1794,75.35,57.59,25,125.1,,70.5,54.1,0,"0","","",65,,,,,,
262,70,"10/11/1998","25/11/1998",0.0382,0.0385,3.1,2.7,5.8,1224.4,57.5,45.19,803,-143.8,,-33.3,44.2,0,"0","","",108,,,,,,
263,71,"10/11/1998","25/11/1998",0.0402,0.0355,8.2,3.6,11.8,1233.4,42.33,40.08,255,-153.8,,-35,43.8,0,"0","","",103,,,,,,
264,57,"10/11/1998","25/11/1998",0.037,0.0303,12.8,9.3,22.1,1750.3,82.68,57.43,51,116.8,,83.9,34.7,0,"0","","",75,,,,,,
265,204,"10/11/1998","25/11/1998",0.0492,0.0365,12.4,8.3,20.7,2311.5,118.98,79.4,59,119.1,,74.9,75.5,0,"0","","",112,,,,,,
266,205,"10/11/1998","25/11/1998",0.0458,0.0336,15,11.2,26.2,2957,129.58,91.85,24,62.4,,49.2,76.9,0,"0","","",107,,,,,,
267,207,"10/11/1998","25/11/1998",0.0327,0.0326,13.8,9.5,23.3,4878.5,288.85,255.34,13,46.7,,45.3,46.2,0,"0","","",436,,,,,,
268,208,"10/11/1998","25/11/1998",0.0436,0.0315,15.1,8.7,23.8,3003.4,129.56,89.07,22,42.6,,21.5,64.4,0,"0","","",109,,,,,,
269,209,"10/11/1998","25/11/1998",0.0407,0.0376,17.6,8.1,25.7,2734.9,107.24,90.77,34,59.7,,52.6,76.8,0,"0","","",101,,,,,,
270,210,"10/11/1998","25/11/1998",0.0405,0.0363,12.2,6.8,19,1486.6,69.11,54.5,68,-49.3,,26.6,73.5,0,"0","","",79,,,,,,
271,211,"10/11/1998","25/11/1998",0.0448,0.0361,13,8,21,2538,120.73,84.76,32,-27.8,,-5.5,75.2,0,"0","","",118,,,,,,
272,212,"10/11/1998","25/11/1998",0.0477,0.0352,11.2,8.7,19.9,2355.7,109.67,76.92,37,30.9,,-0.7,75.8,0,"0","","",118,,,,,,
273,41,"10/11/1998","25/11/1998",0.0373,0.0324,16,10.3,26.3,2501.1,97.81,78.43,20,184,,116.5,36.8,0,"0","","",105,,,,,,
274,216,"10/11/1998","25/11/1998",0.0415,0.0344,14.5,9.5,24,2484,107.15,79.35,18,-26.8,,-3.1,71.6,0,"0","","",103,,,,,,
275,217,"10/11/1998","25/11/1998",0.044,0.0336,14.5,10.7,25.2,2658.1,108.46,83.17,16,-16.7,,-15.7,66.4,0,"0","","",110,,,,,,
276,218,"10/11/1998","25/11/1998",0.047,0.0336,16.7,16.9,33.6,2352,110.54,79.03,30,265.5,,125.8,65.7,0,"0","","",70,,,,,,
277,220,"10/11/1998","25/11/1998",0.043,0.0305,14.3,10.6,24.9,1767.9,76.02,53.92,29,43.7,,50.7,56.4,0,"0","","",71,,,,,,
278,221,"10/11/1998","25/11/1998",0.0421,0.0342,14.9,11.5,26.4,1873.2,86.31,67.9,65,162.8,,97.6,57.8,0,"0","","",73,,,,,,
279,224,"10/11/1998","25/11/1998",0.0422,0.0352,13.8,9.5,23.3,5979.6,447.51,315.75,21,196.4,,85.8,73.5,0,"0","","",443,,,,,,
280,225,"10/11/1998","25/11/1998",0.0416,0.0366,12.4,10.1,22.5,2295,92.42,78.69,119,-19.4,,14.9,76.4,0,"0","","",102,,,,,,
281,227,"10/11/1998","25/11/1998",0.0373,0.0379,12.8,7.3,20.1,2285.1,95.32,80.78,15,81.6,,83.8,59.5,0,"0","","",107,,,,,,
282,228,"10/11/1998","25/11/1998",0.0373,0.0366,12,8.7,20.7,2216.7,94.89,77.55,36,50,,71.4,60.1,0,"0","","",109,,,,,,
283,231,"10/11/1998","25/11/1998",0.0435,0.0344,12.9,11.9,24.8,1339.2,58.26,46.07,34,38.4,,5.9,56.9,0,"0","","",54,,,,,,
284,627,"10/11/1998","25/11/1998",0.0405,0.0313,16.7,12.4,29.1,3393.3,146.86,104.07,21,88.7,,28.9,77.9,0,"0","","",106,,,,,,
285,233,"10/11/1998","25/11/1998",0.0435,0.0364,14.7,8.2,22.9,6042.1,440.61,308.13,23,130.1,,86.2,62.3,0,"0","","",425,,,,,,
286,53,"10/11/1998","25/11/1998",0.0425,0.0331,13.7,9.4,23.1,1547.7,65.78,51.23,41,94,,56.7,37.1,0,"0","","",67,,,,,,
287,236,"10/11/1998","25/11/1998",0.0459,0.0364,11.8,9.3,21.1,1519.2,69.73,55.3,29,-34.8,,17.9,76.3,0,"0","","",72,,,,,,
288,237,"10/11/1998","25/11/1998",0.0482,0.0353,14.2,12.5,26.7,7201.6,465.92,372.33,22,140.2,,99,72.6,0,"0","","",459,,,,,,
289,240,"10/11/1998","25/11/1998",0.041,0.0341,11.1,9.3,20.4,2269.6,93.06,72.38,24,9.4,,67.2,59.5,0,"0","","",102,,,,,,
290,241,"10/11/1998","25/11/1998",0.0413,0.034,13,1.8,14.8,4527,288.38,208.68,30,-98,,-7.6,50.9,0,"0","","",432,,,,,,
291,56,"10/11/1998","25/11/1998",0.0497,0.0358,11.4,5.9,17.3,1716.8,84.64,56.69,25,59.5,,55.7,37.5,0,"0","","",112,,,,,,
292,244,"10/11/1998","25/11/1998",0.0471,0.0386,13.5,13,26.5,5317.5,328.15,278.17,29,-53.3,,23.2,62.1,0,"0","","",456,,,,,,
293,246,"10/11/1998","25/11/1998",0.0392,0.0364,14.3,9.3,23.6,2718.8,105.55,89.59,35,143.1,,99.3,58.1,0,"0","","",114,,,,,,
294,248,"10/11/1998","25/11/1998",0.0484,0.0328,15.4,9.5,24.9,1867.5,90.39,61.25,2278,142.8,,93.2,53.9,0,"0","","",75,,,,,,
295,249,"10/11/1998","25/11/1998",0.0343,0.0335,14.9,10,24.9,3194.6,107.46,102.35,36,18.5,,21.4,71.3,0,"0","","",110,,,,,,
296,250,"10/11/1998","25/11/1998",0.0491,0.0368,10.9,11.7,22.6,1781.8,88.3,63.71,276,72.1,,64.5,75.2,0,"0","","",79,,,,,,
297,251,"10/11/1998","25/11/1998",0.0326,0.0339,20.7,5.8,26.5,2776.3,122.1,84.62,18,26.6,,14.8,72.2,0,"0","","",105,,,,,,
298,252,"10/11/1998","25/11/1998",0.0463,0.0314,17.1,10.7,27.8,7266.6,460.65,327.82,24,64.1,,37.6,68.6,0,"0","","",447,,,,,,
299,253,"10/11/1998","25/11/1998",0.0386,0.0303,18.8,11.6,30.4,3320.2,136.21,91.14,21,1.6,,5.1,74.7,0,"0","","",109,,,,,,
300,43,"10/11/1998","25/11/1998",0.0429,0.0353,13,7.2,20.2,2317,96.5,77.01,47,161.1,,107.5,37.4,0,"0","","",114,,,,,,
301,34,"10/11/1998","25/11/1998",0.051,0.0374,10.3,7.2,17.5,2054.5,108.43,69.41,129,168.6,,94.7,37.8,0,"0","","",105,,,,,,
302,256,"10/11/1998","25/11/1998",0.0332,0.0315,15,13.1,28.1,7488.2,443.89,349.62,37,67.3,,45.4,61.3,0,"0","","",459,,,,,,
303,258,"10/11/1998","25/11/1998",0.0387,0.0309,17.1,13.3,30.4,2361.7,100.05,72.97,45,27.4,,12.6,74.4,0,"0","","",80,,,,,,
304,260,"10/11/1998","25/11/1998",0.0451,0.0368,11.4,9.5,20.9,2582.3,118.31,87.28,14,170.6,,111.7,56.5,0,"0","","",104,,,,,,
305,261,"10/11/1998","25/11/1998",0.0495,0.0389,14.9,10.4,25.3,2680.4,120.1,94.24,19,93.1,,79.9,74.9,0,"0","","",108,,,,,,
306,262,"10/11/1998","25/11/1998",0.037,0.034,18.5,14.4,32.9,2368.8,87.65,80.54,13,147.4,,88.7,69.7,0,"0","","",72,,,,,,
307,263,"10/11/1998","25/11/1998",0.0342,0.036,13.8,12.9,26.7,6267.9,365.79,334.93,41,3.4,,36.4,62.1,0,"0","","",458,,,,,,
308,54,"10/11/1998","25/11/1998",0.0483,0.0352,8.4,7.8,16.2,2373.6,111.13,79.53,279,139.3,,79.4,44.1,0,"0","","",121,,,,,,
309,265,"10/11/1998","25/11/1998",0.0411,0.0348,15.6,10.1,25.7,2638.7,85.45,86.46,24,-0.7,,58.3,75.6,0,"0","","",115,,,,,,
310,266,"10/11/1998","25/11/1998",0.0312,0.0297,19,12.8,31.8,3801,129.05,112.64,26,36.2,,39.6,75.2,0,"0","","",115,,,,,,
311,267,"10/11/1998","25/11/1998",0.0362,0.0313,18.2,13.5,31.7,2282.4,82.62,71.44,19,84.2,,25.4,71.5,0,"0","","",72,,,,,,
312,268,"10/11/1998","25/11/1998",0.0453,0.0277,19.4,16.6,36,0,0,0,107,,,-53.1,75.5,3,"0","1","",0,,,,,,
313,15,"10/11/1998","25/11/1998",0.0415,0.0317,11.1,6.3,17.4,2041.8,95.21,60.33,24,37.2,,46.9,43.2,0,"0","","",109,,,,,,
314,273,"10/11/1998","25/11/1998",0.0363,0.0308,18.2,4.3,22.5,5054.9,329.1,226.63,193,45.9,,38.8,49.4,3,"0","","",408,,,,,,
315,275,"10/11/1998","25/11/1998",0.0476,0.0356,14.8,8.7,23.5,5418.9,418.27,298.41,32,35.8,,58.8,61.5,0,"0","","",430,,,,,,
316,276,"10/11/1998","25/11/1998",0.042,0.033,15.1,11,26.1,2955.3,118.44,93.68,1086,98.4,,58.1,76.5,0,"0","","",108,,,,,,
317,277,"10/11/1998","25/11/1998",0.0494,0.038,15.9,8.7,24.6,2676.6,132.88,98.15,114,147.3,,84.7,75.4,0,"0","","",114,,,,,,
318,278,"10/11/1998","25/11/1998",0.0465,0.0332,12.4,6.7,19.1,2372.3,113.1,76.28,27,-68.5,,-8.3,77.3,0,"0","","",109,,,,,,
319,279,"10/11/1998","25/11/1998",0.0475,0.0328,12.9,11.1,24,2854.4,128.11,86.52,21,-2.8,,-8.6,71.6,0,"0","","",111,,,,,,
320,63,"10/11/1998","25/11/1998",0.0327,0.0328,13.4,8.8,22.2,2185.8,80.96,70.34,27,77.5,,64.7,43.2,0,"0","","",100,,,,,,
321,44,"10/11/1998","25/11/1998",0.0397,0.0339,15.7,8.2,23.9,2537.3,104.66,80.73,28,174.8,,101.7,44.4,0,"0","","",117,,,,,,
322,283,"10/11/1998","25/11/1998",0.0401,0.0355,13.3,11.9,25.2,1972.8,94.93,72.08,53,130.5,,115.1,66.4,0,"0","","",79,,,,,,
323,284,"10/11/1998","25/11/1998",0.0441,0.0325,9.8,8,17.8,5031.9,431.84,272.05,119,-72.8,,-27.3,65.6,0,"0","","",460,,,,,,
324,285,"10/11/1998","25/11/1998",0.0467,0.0355,11.3,8.3,19.6,1523.2,78.76,54.82,410,11.2,,56.2,76.7,0,"0","","",79,,,,,,
325,286,"10/11/1998","25/11/1998",0.0458,0.0379,12.1,8.7,20.8,2226.4,110.62,77.46,26,-38.9,,-17.5,71.6,0,"0","","",115,,,,,,
326,287,"10/11/1998","25/11/1998",0.0428,0.034,10.8,10.7,21.5,2537.3,113.11,80.78,140,5.2,,-26.2,65.5,8,"1","","",115,,,,,,
327,36,"10/11/1998","25/11/1998",0.0451,0.0344,12.8,8.5,21.3,1949.9,91.05,62.53,25,104.7,,73.6,43,0,"0","","",98,,,,,,
328,24,"10/11/1998","25/11/1998",0.0408,0.0322,12.6,8.7,21.3,2268.3,95.25,69.79,35,82.1,,63.2,44.1,0,"0","","",112,,,,,,
329,291,"10/11/1998","25/11/1998",0.0567,0.0397,11.1,9.3,20.4,2641.2,134.76,96.91,122,66.1,,27.3,76.6,0,"0","","",115,,,,,,
330,293,"10/11/1998","25/11/1998",0.0364,0.0324,18.3,8.9,27.2,2834.2,96,87.17,16,101.5,,93.2,59.7,0,"0","","",101,,,,,,
331,294,"10/11/1998","25/11/1998",0.0457,0.0362,14.4,9.5,23.9,2728.7,129.13,94.52,15,118.2,,80.6,66.9,0,"0","","",113,,,,,,
332,295,"10/11/1998","25/11/1998",0.0496,0.038,13.8,7.9,21.7,2893.1,160.74,104.06,47,126.7,,55,76.7,0,"0","","",113,,,,,,
333,296,"10/11/1998","25/11/1998",0.0417,0.0335,16.1,12.7,28.8,2113.2,103.17,75.43,19,83.4,,53.8,77,0,"0","","",79,,,,,,
334,297,"10/11/1998","25/11/1998",0.0553,0.0375,13.4,11.5,24.9,2703.7,132.21,92.24,21,73.8,,23.5,74.9,0,"0","","",114,,,,,,
