"vreKey","cowKey","vreDate","reason","diagnosis","extra","vetKey","comment"
NA,6706,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6691,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6918,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7215,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6388,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7702,2017-03-24,NA,"pregnant",NA,NA,NA
NA,5815,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6377,2017-03-24,NA,"pregnant",NA,NA,NA
NA,8163,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7180,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7130,2017-03-24,NA,"pregnant",NA,NA,NA
NA,5323,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7428,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6705,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7801,2017-03-24,NA,"pregnant",NA,NA,NA
NA,5665,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7022,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7623,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7044,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6234,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6637,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7408,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6948,2017-03-24,NA,"pregnant",NA,NA,NA
NA,5007,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6555,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6286,2017-03-24,NA,"pregnant",NA,NA,NA
NA,8196,2017-03-24,NA,"pregnant",NA,NA,NA
NA,5548,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6305,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6486,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6973,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6336,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6982,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7705,2017-03-24,NA,"pregnant",NA,NA,NA
NA,8908,2017-03-24,NA,"pregnant",NA,NA,NA
NA,5262,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6255,2017-03-24,NA,"pregnant",NA,NA,NA
NA,5781,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7699,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6123,2017-03-24,NA,"pregnant",NA,NA,NA
NA,5847,2017-03-24,NA,"pregnant",NA,NA,NA
NA,8902,2017-03-24,NA,"pregnant",NA,NA,NA
NA,5845,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7619,2017-03-24,NA,"pregnant",NA,NA,NA
NA,8999,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7562,2017-03-24,NA,"pregnant",NA,NA,NA
NA,5705,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6915,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7647,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7677,2017-03-24,NA,"pregnant",NA,NA,NA
NA,5585,2017-03-24,NA,"pregnant",NA,NA,NA
NA,5596,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7209,2017-03-24,NA,"pregnant",NA,NA,NA
NA,5408,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6944,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7752,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6298,2017-03-24,NA,"pregnant",NA,NA,NA
NA,9061,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7710,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6855,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7121,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7127,2017-03-24,NA,"pregnant",NA,NA,NA
NA,9398,2017-03-24,NA,"pregnant",NA,NA,NA
NA,5539,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7733,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6747,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6450,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6299,2017-03-24,NA,"pregnant",NA,NA,NA
NA,4087,2017-03-24,NA,"pregnant",NA,NA,NA
NA,5804,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6884,2017-03-24,NA,"pregnant",NA,NA,NA
NA,8092,2017-03-24,NA,"pregnant",NA,NA,NA
NA,5543,2017-03-24,NA,"pregnant",NA,NA,NA
NA,8221,2017-03-24,NA,"pregnant",NA,NA,NA
NA,5544,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6347,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6406,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6883,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6318,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6981,2017-03-24,NA,"pregnant",NA,NA,NA
NA,8982,2017-03-24,NA,"pregnant",NA,NA,NA
NA,5330,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6998,2017-03-24,NA,"pregnant",NA,NA,NA
NA,9053,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7278,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6871,2017-03-24,NA,"pregnant",NA,NA,NA
NA,5836,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6233,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7020,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7136,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7072,2017-03-24,NA,"pregnant",NA,NA,NA
NA,8960,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7137,2017-03-24,NA,"pregnant",NA,NA,NA
NA,5798,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6271,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6333,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6268,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6344,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6269,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6987,2017-03-24,NA,"pregnant",NA,NA,NA
NA,5646,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7196,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6869,2017-03-24,NA,"pregnant",NA,NA,NA
NA,5853,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6979,2017-03-24,NA,"pregnant",NA,NA,NA
NA,7098,2017-03-24,NA,"pregnant",NA,NA,NA
NA,6273,2017-03-24,NA,"pregnant",NA,NA,NA
